10,19,-2.9990410451317264
9.875,22,-2.9984241113917682
9.75,19,-2.9977909548249615
9.625,19,-2.997140901777695
9.5,20,-2.9964732608903937
9.375,19,-2.995787304450693
9.25,18,-2.9950822644572788
9.125,21,-2.994357329420113
9.0,20,-2.9939871347730764
8.875,20,-2.9936116415910448
8.75,19,-2.9928443300595373
8.625,21,-2.992054262072321
8.5,22,-2.991240647632589
8.375,21,-2.990402275458692
8.25,22,-2.9895379883449755
8.125,21,-2.9886465786518097
8.0,21,-2.9877267209977054
7.875,22,-2.9867770446290085
7.75,22,-2.985796187113223
7.625,21,-2.9847826357026586
7.5,21,-2.983734641530235
7.375,22,-2.9826503417448738
7.25,21,-2.981527761790393
7.125,21,-2.9803648092916477
7.0,21,-2.9797675141014106
6.875,21,-2.9791592568101493
6.75,21,-2.977908706581995
6.625,21,-2.9766105813507457
6.5,22,-2.9752620815616395
6.375,21,-2.9738602046016474
6.25,22,-2.972401644190047
6.125,21,-2.9708828794945443
6.0,21,-2.9692999446970076
5.875,21,-2.9676484544537467
5.75,22,-2.9659223979213842
5.625,21,-2.964109613972519
5.5,20,-2.962257860197601
5.375,23,-2.960275218446976
5.25,22,-2.9582094325893746
5.125,21,-2.9560384230129353
5.0,22,-2.954910967988423
4.875,22,-2.9537575017024444
4.75,22,-2.951358052542904
4.625,22,-2.9488348955093255
4.609375,21,-2.9488365786243933
4.6015625,22,-2.948836578624355
4.6005859375,22,-2.948836578624479
4.60009765625,22,-2.948836578624506
