2.5,9,-6.785449562793583
10,7,-6.137905031564139
1.0048828125,6,-9.388761053612704
9.75,7,-6.1366459995666665
1.00390625,6,-9.389189512867471
9.5,7,-6.135320855059477
10,7,-6.137905031564139
10,7,-6.137905031564139
1.0029296875,6,-9.389614365814236
9.25,7,-6.1339238278839385
10,7,-6.137905031564139
2.375,7,-6.942549418374062
9.0,7,-6.132448475147458
1.001953125,6,-9.39003543435994
9.75,7,-6.1366459995666665
8.75,7,-6.130887579462257
9.75,7,-6.1366459995666665
2.25,7,-7.10106127109201
1.0009765625,6,-9.390452535540783
8.5,7,-6.042602215840646
9.75,7,-6.1366459995666665
9.5,7,-6.135320855059477
8.25,7,-6.1283215082437765
9.5,7,-6.135320855059477
8.0,7,-6.126491355642904
2.125,7,-7.276770904798888
9.5,7,-6.135320855059477
9.25,7,-6.1339238278839385
7.75,7,-6.1245421535423095
9.25,7,-6.1339238278839385
7.5,7,-6.122461281682422
9.0,7,-6.132448475147458
9.25,7,-6.1339238278839385
7.25,7,-6.120234286896952
9.0,7,-6.132448475147458
7.0,7,-6.117844533724198
8.75,7,-6.130887579462257
9.0,7,-6.132448475147458
2.09375,7,-7.295086525406309
6.75,8,-6.115272770846068
8.75,7,-6.130887579462257
6.5,7,-6.026145895001577
8.5,7,-6.042602215840646
8.75,7,-6.130887579462257
6.25,7,-6.110953520844686
8.5,7,-6.042602215840646
2.078125,7,-7.2342611578227665
6.0,7,-6.107800333157604
8.25,7,-6.1283215082437765
5.75,7,-6.1043673629881825
8.5,7,-6.042602215840646
2.0625,7,-7.495577011160248
8.25,7,-6.1283215082437765
8.0,7,-6.126491355642904
5.5,7,-6.1006142179769425
1.0,6,-9.390865482322686
2.046875,7,-7.500229207829232
5.25,7,-6.096492236277488
8.25,7,-6.1283215082437765
8.0,7,-6.126491355642904
7.75,7,-6.1245421535423095
5.0,8,-6.091942314060161
2.03125,7,-7.505070149250406
4.75,7,-6.001128596323128
8.0,7,-6.126491355642904
7.75,7,-6.1245421535423095
2.015625,7,-7.510088360398273
7.5,7,-6.122461281682422
4.5,11,-6.084071416905519
2.0,7,-7.515286750217844
7.75,7,-6.1245421535423095
7.5,7,-6.122461281682422
7.25,7,-6.120234286896952
4.25,10,-6.0783065055034555
4.0,12,-6.074729228967017
7.0,7,-6.117844533724198
7.5,7,-6.122461281682422
7.25,7,-6.120234286896952
1.875,6,-7.829036714516032
1.75,6,-8.160069192639817
6.75,8,-6.115272770846068
7.0,7,-6.117844533724198
7.25,7,-6.120234286896952
1.5,6,-8.824278263785697
3.875,10,-6.079615492443741
6.5,7,-6.026145895001577
6.75,8,-6.115272770846068
7.0,7,-6.117844533724198
3.75,10,-6.096338182365194
1.375,6,-9.112300945662371
6.25,7,-6.110953520844686
1.25,5,-9.30962085282695
6.75,8,-6.115272770846068
6.5,7,-6.026145895001577
1.125,5,-9.444826428040695
6.0,7,-6.107800333157604
3.625,10,-6.12508289478493
1.0625,5,-9.47706203862981
6.25,7,-6.110953520844686
6.5,7,-6.026145895001577
3.5,9,-6.158079840111049
5.75,7,-6.1043673629881825
1.03125,5,-9.493295329529818
6.25,7,-6.110953520844686
6.0,7,-6.107800333157604
0.999969482421875,6,-9.390878317900576
5.5,7,-6.1006142179769425
1.0234375,5,-9.49733590242997
3.375,10,-6.1885080056856125
1.01953125,5,-9.499353039799741
3.25,9,-6.219592596818372
5.25,7,-6.096492236277488
6.0,7,-6.107800333157604
5.75,7,-6.1043673629881825
1.017578125,5,-9.500360791846953
5.0,8,-6.091942314060161
3.125,8,-6.263292412960787
1.0166015625,6,-9.383394696780638
1.015625,6,-9.383854800996009
3.0,9,-6.3327430975694
