10,7,-5.465060537645234
9.75,7,-5.463867150387486
9.5,7,-5.462612374267838
9.25,7,-5.461291297767178
9.0,7,-5.459898465260471
8.75,7,-5.458427798659041
8.5,7,-5.456872505021095
8.25,7,-5.455224967283731
8.0,7,-5.453476615093725
7.75,7,-5.451617773690774
7.5,7,-5.449637493625304
7.25,7,-5.44752338014329
7.0,7,-5.445261487122327
6.75,7,-5.442836460627987
6.5,7,-5.440232407121643
6.25,7,-5.437435609919962
6.0,7,-5.434441560260187
5.75,7,-5.4312713312117085
5.5,9,-5.428006803909059
5.25,8,-5.424861419046716
5.0,10,-5.4223136600140736
4.75,11,-5.421345233373991
4.5,10,-5.423847578537207
4.25,10,-5.433298610824071
4.0,8,-5.455896966307535
3.75,7,-5.502554793905698
3.625,8,-5.54044800149386
3.5,8,-5.592462124319344
3.375,7,-5.662888847705833
3.25,7,-5.756052015768194
3.125,7,-5.874184021354604
3.0,7,-6.014490414324381
2.875,7,-6.167564979514712
2.84375,7,-6.204949476796777
2.828125,7,-6.221569597965584
2.8125,7,-6.236081422120899
2.796875,7,-6.249600576848473
2.78125,7,-6.262854878081851
2.765625,7,-6.2760932859090515
2.75,7,-6.2894075014623905
2.5,7,-6.524040785706487
2.25,7,-6.802532320976092
2.125,7,-6.957335821704152
2.0625,7,-7.039941120669159
2.0,7,-7.128338915118677
1.9375,7,-7.221746330491419
1.90625,8,-7.2668549946134195
1.875,7,-7.308923078310225
1.84375,7,-7.349227411295467
1.8125,7,-7.389005104283805
1.78125,7,-7.428759175572141
1.75,7,-7.46866411141608
1.5,7,-7.792691978553448
1.25,7,-8.109412902998764
1.0,7,-8.398296543962951
0.75,7,-8.642515793966071
0.5,7,-8.827983156310426
0.25,7,-8.943852133515437
0.0,7,-8.983258657992645
